platform,account_id,post_id,published_at,likes,comments,metrics_observed_at,source,measurement_protocol
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0019,2025-01-19T19:00:00-04:00,155,12,2025-01-21T19:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0016,2025-01-20T05:00:00-04:00,110,11,2025-01-22T05:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0018,2025-01-20T07:00:00-04:00,87,10,2025-01-22T07:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0019,2025-01-20T09:00:00-04:00,44,4,2025-01-22T09:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0014,2025-01-21T00:00:00-04:00,46,4,2025-01-23T00:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0017,2025-01-21T00:00:00-04:00,43,3,2025-01-23T00:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0020,2025-01-21T03:00:00-04:00,57,2,2025-01-23T03:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0017,2025-01-21T04:00:00-04:00,59,5,2025-01-23T04:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0021,2025-01-21T07:00:00-04:00,61,4,2025-01-23T07:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0018,2025-01-21T11:00:00-04:00,64,4,2025-01-23T11:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0014,2025-01-21T12:00:00-04:00,88,5,2025-01-23T12:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0015,2025-01-21T14:00:00-04:00,55,6,2025-01-23T14:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0020,2025-01-22T00:00:00-04:00,153,6,2025-01-24T00:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0019,2025-01-22T01:00:00-04:00,46,4,2025-01-24T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0018,2025-01-22T03:00:00-04:00,70,4,2025-01-24T03:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0021,2025-01-22T05:00:00-04:00,61,2,2025-01-24T05:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0019,2025-01-22T10:00:00-04:00,105,10,2025-01-24T10:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0016,2025-01-22T16:00:00-04:00,82,8,2025-01-24T16:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0022,2025-01-22T22:00:00-04:00,151,14,2025-01-24T22:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0023,2025-01-23T16:00:00-04:00,161,15,2025-01-25T16:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0017,2025-01-23T17:00:00-04:00,177,12,2025-01-25T17:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0024,2025-01-23T19:00:00-04:00,184,12,2025-01-25T19:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0022,2025-01-23T23:00:00-04:00,152,12,2025-01-25T23:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0020,2025-01-24T01:00:00-04:00,20,5,2025-01-26T01:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0025,2025-01-24T01:00:00-04:00,134,11,2025-01-26T01:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0018,2025-01-24T02:00:00-04:00,162,8,2025-01-26T02:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0020,2025-01-24T06:00:00-04:00,70,1,2025-01-26T06:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0023,2025-01-24T12:00:00-04:00,68,5,2025-01-26T12:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0021,2025-01-24T13:00:00-04:00,122,13,2025-01-26T13:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0019,2025-01-24T17:00:00-04:00,74,6,2025-01-26T17:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0015,2025-01-24T19:00:00-04:00,70,4,2025-01-26T19:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0020,2025-01-24T20:00:00-04:00,213,14,2025-01-26T20:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0021,2025-01-25T08:00:00-04:00,52,0,2025-01-27T08:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0022,2025-01-25T14:00:00-04:00,87,9,2025-01-27T14:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0021,2025-01-25T20:00:00-04:00,25,1,2025-01-27T20:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0016,2025-01-26T05:00:00-04:00,43,1,2025-01-28T05:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0017,2025-01-26T13:00:00-04:00,163,13,2025-01-28T13:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0022,2025-01-26T17:00:00-04:00,34,2,2025-01-28T17:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0018,2025-01-26T22:00:00-04:00,35,2,2025-01-28T22:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0023,2025-01-27T00:00:00-04:00,63,4,2025-01-29T00:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0019,2025-01-27T03:00:00-04:00,47,2,2025-01-29T03:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0020,2025-01-27T10:00:00-04:00,87,6,2025-01-29T10:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0023,2025-01-27T12:00:00-04:00,72,5,2025-01-29T12:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0024,2025-01-27T17:00:00-04:00,74,5,2025-01-29T17:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0021,2025-01-27T17:00:00-04:00,82,6,2025-01-29T17:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0022,2025-01-27T20:00:00-04:00,97,7,2025-01-29T20:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0024,2025-01-27T23:00:00-04:00,238,20,2025-01-29T23:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0025,2025-01-28T06:00:00-04:00,96,8,2025-01-30T06:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0026,2025-01-28T09:00:00-04:00,152,9,2025-01-30T09:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0022,2025-01-28T12:00:00-04:00,53,6,2025-01-30T12:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0026,2025-01-28T19:00:00-04:00,94,6,2025-01-30T19:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0027,2025-01-29T00:00:00-04:00,54,6,2025-01-31T00:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0023,2025-01-29T05:00:00-04:00,68,6,2025-01-31T05:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0027,2025-01-29T16:00:00-04:00,141,13,2025-01-31T16:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0028,2025-01-30T03:00:00-04:00,123,9,2025-02-01T03:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0029,2025-01-30T14:00:00-04:00,53,1,2025-02-01T14:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0025,2025-01-30T14:00:00-04:00,65,7,2025-02-01T14:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0024,2025-01-30T18:00:00-04:00,46,5,2025-02-01T18:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0023,2025-01-30T20:00:00-04:00,68,7,2025-02-01T20:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0025,2025-01-30T20:00:00-04:00,24,2,2025-02-01T20:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_02,synthetic_instagram_02_post_0028,2025-01-31T06:00:00-04:00,80,6,2025-02-02T06:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0030,2025-01-31T11:00:00-04:00,60,5,2025-02-02T11:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0026,2025-01-31T22:00:00-04:00,23,0,2025-02-02T22:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_03,synthetic_instagram_03_post_0026,2025-02-01T06:00:00-04:00,73,6,2025-02-03T06:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_03,synthetic_facebook_03_post_0024,2025-02-01T11:00:00-04:00,89,5,2025-02-03T11:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_01,synthetic_facebook_01_post_0031,2025-02-01T13:00:00-04:00,55,4,2025-02-03T13:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0024,2025-02-01T21:00:00-04:00,74,3,2025-02-03T21:00:00-04:00,synthetic,synthetic_fixed_48h
instagram,synthetic_instagram_01,synthetic_instagram_01_post_0027,2025-02-02T01:00:00-04:00,23,1,2025-02-04T01:00:00-04:00,synthetic,synthetic_fixed_48h
facebook,synthetic_facebook_02,synthetic_facebook_02_post_0025,2025-02-02T03:00:00-04:00,23,3,2025-02-04T03:00:00-04:00,synthetic,synthetic_fixed_48h
